id,title,content,processed_content,rating,sentiment_3_cls,sentiment_2_cls
19707532,Cực kì hài lòng,"đang xài cái bàn phím cổ điển, xài sang cái này thấy mình gà gà. Đang thích nghi, khá xịn xò so với đang xài có 200k không led",đang xài cái bàn phím cổ điển xài sang cái này thấy mình gà gà đang thích nghi khá xịn xò so với đang xài có 200k không led,5,positive,positive
11911038,Cực kì hài lòng,"Tiki giao hàng rất nhanh trong mùa dịch, 5 sao cho Tikinow, bàn phím và chuột đẹp như mô tả, ko biết bảo hành sao, chuột đèn led rgb rất đẹp và mịn 8/10 sao với Razer, chất nhựa dĩ nhiên không êm và đầm bằng, để sử dụng tạm thời coi sao, shop Nguyen Vu giá tốt, mong shop có thêm nhiều mặt hàng có tikinow hơn nữa 👍",tiki giao hàng rất nhanh trong mùa dịch 5 sao cho tikinow bàn phím và chuột đẹp như mô tả không biết bảo hành sao chuột đèn led rgb rất đẹp và mịn 810 sao với razer chất nhựa dĩ nhiên không êm và đầm bằng để sử dụng tạm thời coi sao cửa hàng nguyen vu giá tốt mong cửa hàng có thêm nhiều mặt hàng có tikinow hơn nữa tích cực,5,positive,positive
15009837,Hài lòng,"Nói chung là ổn, tuy nhiên màu chưa được giống hình chụp lắm. Mình mua màu tím pastel nhưng nó khá giống màu xanh lam. Cảm ứng cũng được, nhưng hơi lag, nhất là khi vẽ, còn đâu rất là tuyệt vời. Giá thành hợp lý, sau này sẽ ủng hộ tiếp",nói chung là ổn tuy nhiên màu chưa được giống hình chụp lắm mình mua màu tím pastel nhưng nó khá giống màu xanh lam cảm ứng cũng được nhưng hơi lag nhất là khi vẽ còn đâu rất là tuyệt vời giá thành hợp lý sau này sẽ ủng hộ tiếp,4,positive,positive
2651366,HÀNG NHẬN KHÔNG ĐỦ SỐ LƯỢNG,"Mua 5 bịch, mỗi bịch 100 hạt chia thành 2 lần giao hàng
sáng nay nhận hai bịch thì một bịch đầy đủ, trong khi một bịch còn lại chỉ có 66 hạt, mà lúc giao thì đã ko còn nguyên đai nguyên kiện, bị xé và dán lại bằng băng keo
đã gọi lên tổng đài và nhân viên bảo sẽ đổi hàng lại, mình sẽ chờ xem sao",mua 5 bịch mỗi bịch 100 hạt chia thành 2 lần giao hàng sáng nay nhận hai bịch thì một bịch đầy đủ trong khi một bịch còn lại chỉ có 66 hạt mà lúc giao thì đã không còn nguyên đai nguyên kiện bị xé và dán lại bằng băng keo đã gọi lên tổng đài và nhân viên bảo sẽ đổi hàng lại mình sẽ chờ xem sao,1,negative,negative
14983270,Bình thường,chuột ấn và di qua di lại hơi bị nặng nhưng phải tập mới dùng thành thọa được con chuột này bạn nào muốn mua để choi liên minh thì thì cứ mua nhé còn valorant thì hơi khó,chuột ấn và di qua di lại hơi bị nặng nhưng phải tập mới dùng thành thọa được con chuột này bạn nào muốn mua để choi liên minh thì thì cứ mua nhé còn valorant thì hơi khó,3,neutral,positive
12920987,Cực kì hài lòng,Tuy ko thích hàng phím số với chức năng in hơi kì mà bàn phím quá oke đẹp nựa,tuy không thích hàng phím số với chức năng in hơi kì mà bàn phím quá ok đẹp nựa,5,positive,positive
19110097,Bình thường,"điện thoại tốt
nhưng tai nghe khuyến mãi kèm theo thì hỏng, không dùng được",điện thoại tốt nhưng tai nghe khuyến mãi kèm theo thì hỏng không dùng được,3,neutral,positive
16757337,Cực kì hài lòng,"Hàng mới (Sản xuất 2022) nguyên seal, do hàng giá trị cao nên Tiki để khá nhiều lớp lót bên trong nên hàng nhận được khá to. Màu gold trên Mac khá giống màu rose gold trên dòng IP 6 hơn là màu gold trên IP 13 Pro Max của mình, pin từ lúc xuất xưởng (87%) cho khi về tay mình (6%) tầm 5 tháng, trâu khủng khiếp. Con Mac này trên Tiki rẻ hơn ngoài FPT khoảng 1tr nên, chưa kể mình còn áp được mã 1tr (khai trương ARR trên Tiki) nên giá cuối 21.8tr khá tốt. Trải nghiệm sương sương thì mình rất hài lòng và mê không tả nỗi về em này. Thank Tiki về sản phẩm và chất lượng dịch vụ giao hàng.",hàng mới sản xuất 2022 nguyên seal do hàng giá trị cao nên tiki để khá nhiều lớp lót bên trong nên hàng nhận được khá to màu gold trên mac khá giống màu rose gold trên dòng ip 6 hơn là màu gold trên ip 13 pro max của mình pin từ lúc xuất xưởng 87 cho khi về tay mình 6 tầm 5 tháng trâu khủng khiếp con mac này trên tiki rẻ hơn ngoài fpt khoảng 1tr nên chưa kể mình còn áp được mã 1tr khai trương arr trên tiki nên giá cuối 21 8tr khá tốt trải nghiệm sương sương thì mình rất hài lòng và mê không tả nỗi về em này cảm ơn tiki về sản phẩm và chất lượng dịch vụ giao hàng,5,positive,positive
15026551,Cực kì hài lòng,"Tốt, uy tín, giao sớm, bọc kĩ, tư vấn nhanh ae có thể tin tưởng mua nhé 😁😁",tốt uy tín giao sớm bọc kĩ tư vấn nhanh anh em có thể tin tưởng mua nhé beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes,5,positive,positive
19708976,Cực kì hài lòng,Ok ok.nguyên seal.giao nhanh máy đẹp.,ok ok nguyên seal giao nhanh máy đẹp,5,positive,positive
13261226,Bình thường,âm thanh ấm. sử dụng bình thường,âm thanh ấm sử dụng bình thường,3,neutral,positive
6064933,Rất không hài lòng,Chế độ nghe lén k thực hiện đc.,chế độ nghe lén không thực hiện đc,1,negative,negative
15806311,Cực kì hài lòng,"drag click rất ngon nha các bạn, mỗi tội drag nhiều quá nên lớp bề mặt bị phai nên mình mới phải dùng tape",drag click rất ngon nha các bạn mỗi tội drag nhiều quá nên lớp bề mặt bị phai nên mình mới phải dùng tape,5,positive,positive
18268028,Không hài lòng,Màn hình cảm ứng bị hư không có dùng được,màn hình cảm ứng bị hư không có dùng được,2,negative,negative
2651085,nút bấm có vấn đề,nút bấm có chút vấn đề là mk k thể bấm đc 3 phím cùng 1 lúc.( k phải bị liệt) nhưng về tổng quan thì k có gì đáng trách vì cũng bt giá rẻ thì chỉ đc đến vậy,nút bấm có chút vấn đề là mình không thể bấm được 3 phím cùng 1 lúc không phải bị liệt nhưng về tổng quan thì không có gì đáng trách vì cũng bình thường giá rẻ thì chỉ được đến vậy,2,negative,negative
19183482,Cực kì hài lòng,"Hai lần mua hàng điện từ trên Tiki, lần nào cũng rất hài lòng 
Giao hàng nhanh trong vòng 2hrs
Gói hàng khá tốt. Đó giờ tiki gói hàng từ sách đến đồ điện tử đều không dùng bao chống sốc. Tiki nên cải thiện",hai lần mua hàng điện từ trên tiki lần nào cũng rất hài lòng giao hàng nhanh trong vòng 2hrs gói hàng khá tốt đó giờ tiki gói hàng từ sách đến đồ điện tử đều không dùng bao chống sốc tiki nên cải thiện,5,positive,positive
5264199,Cáp mạng,"Hàng đúng chủng loại, chất lượng khá ok, còn về độ bền thì thời gian sẽ trả lời.!",hàng đúng chủng loại chất lượng khá ok còn về độ bền thì thời gian sẽ trả lời,4,positive,positive
4044052,"bàn phím ngon, giá tôt trong phân khúc giá","chất lượng phím gõ nhẹ, êm. bàn phím khá ngon, bổ rẻ trong cùng phân khúc giá. phần build thân bàn phím rất cứng cáp, không ọp ẹp như những bàn phím khác.",chất lượng phím gõ nhẹ êm bàn phím khá ngon bổ rẻ trong cùng phân khúc giá phần build thân bàn phím rất cứng cáp không ọp ẹp như những bàn phím khác,4,positive,positive
5854800,Hài lòng,"Giá sản phẩm được nâng lên để hạ giá so với các nơi bán khác nhưng cũng rẻ hơn đc vài chục nghìn, nhìn chung cảm giác như bị lừa... Còn về sản phẩm thì ok hàng chính hãng có driver đầy đủ xài đc 1 tháng rồi mới feedback để đánh giá.",giá sản phẩm được nâng lên để hạ giá so với các nơi bán khác nhưng cũng rẻ hơn được vài chục nghìn nhìn chung cảm giác như bị lừa còn về sản phẩm thì ok hàng chính hãng có driver đầy đủ xài được 1 tháng rồi mới feedback để đánh giá,4,positive,positive
19155812,Cực kì hài lòng,"Ship siêu nhanh, dạo giá mấy chỗ thì thấy đây giá tốt nhất, chất lượng tuyệt đỉnh, nghe nhạc phê lòi, ngoại hình đẹp, chắc chắn, cho 10 điểm",giao hàng siêu nhanh dạo giá mấy chỗ thì thấy đây giá tốt nhất chất lượng tuyệt đỉnh nghe nhạc phê lòi ngoại hình đẹp chắc chắn cho 10 điểm,5,positive,positive
4859167,Cực kì hài lòng,"Hàng xịn sò, gõ phím êm nhạy, đóng gói cẩn thận, vơi giá tiền như vậy ok.
Mới khui tức thì gõ đã cái tay ???☺️",hàng xịn sò gõ phím êm nhạy đóng gói cẩn thận vơi giá tiền như vậy ok mới khui tức thì gõ đã cái tay smiling_face,5,positive,positive
15132983,Cực kì hài lòng,"hàng đẹp khá ok voi giá tien, do la npp nen viec cat hop ra de dán tem bảo hành dẻ hỉu nen thôi ... ok trong tam giá !!!",hàng đẹp khá ok voi giá tien do la npp nen viec cat hop ra de dán tem bảo hành dẻ hỉu nen thôi ok trong tam giá,5,positive,positive
19730365,Cực kì hài lòng,Sp tốt,sản phẩm tốt,5,positive,positive
16090627,Cực kì hài lòng,Sp ok nên mua,sản phẩm ok nên mua,5,positive,positive
11930433,Cực kì hài lòng,Sản phẩm dùng tốt,sản phẩm dùng tốt,5,positive,positive
9823590,Cực kì hài lòng,Là lần thứ 3 mua hàng bên shop rồi và lần nào cũng rất ưng ý từ chất lượng sản phẩm(giống như mô tả)đến cách hỗ trợ và CSKH nhiệt tình.hi vọng shop giữ mãi đc phong độ này.10*,là lần thứ 3 mua hàng bên cửa hàng rồi và lần nào cũng rất ưng ý từ chất lượng sản phẩm giống như mô tả đến cách hỗ trợ và cskh nhiệt tình hi vọng cửa hàng giữ mãi được phong độ này 10,5,positive,positive
16868197,Cực kì hài lòng,"Shop giao nhanh, mới 100%, có Pin . sử dụng tốt, Rất hài lòng. Nên mua",cửa hàng giao nhanh mới 100 có pin sử dụng tốt rất hài lòng nên mua,5,positive,positive
18319982,Cực kì hài lòng,"Bàn phím nhỏ gon, gõ rất êm, rất đẹp, nói chung là tiền nào của nấy, nhưng có điều mình rất không hài lòng là về mặt đóng gói sản phẩm để giao hàng một sản phẩm với giá gần 4tr mà đóng gói chỉ có một lớp giấy cứng phía ngoài và một lớp bì bọc phía trong là hết, đóng gói sơ xài và cẩu thả một cách thậm tệ",bàn phím nhỏ gon gõ rất êm rất đẹp nói chung là tiền nào của nấy nhưng có điều mình rất không hài lòng là về mặt đóng gói sản phẩm để giao hàng một sản phẩm với giá gần 4tr mà đóng gói chỉ có một lớp giấy cứng phía ngoài và một lớp bì bọc phía trong là hết đóng gói sơ xài và cẩu thả một cách thậm tệ,5,positive,positive
19839601,Cực kì hài lòng,"Hình thức ok, chụp ảnh của xiaomi thì ko đẹp bằng Ss hay IP. Tính năng và cấu hình fai sd 1 tg mới đánh giá dc. Ốp tặng kèm màu ko hợp lý. Cho tiki 5 sao về việc giao hàng và bán hàng",hình thức ok chụp ảnh của xiaomi thì không đẹp bằng ss hay ip tính năng và cấu hình fai sử dụng 1 tg mới đánh giá dc ốp tặng kèm màu không hợp lý cho tiki 5 sao về việc giao hàng và bán hàng,5,positive,positive
2711836,Siêu hài lòng!,"Chất lượng sản phẩm rất tốt. 2 bé nhà mình rất thích. 

Shop hỗ trợ rất nhiệt tình và trách nhiệm.

5* cho cả chất lượng sản phẩm và dịch vụ.",chất lượng sản phẩm rất tốt 2 bé nhà mình rất thích cửa hàng hỗ trợ rất nhiệt tình và trách nhiệm 5 cho cả chất lượng sản phẩm và dịch vụ,5,positive,positive
14996612,Cực kì hài lòng,"giao hàng nhanh, đồng hồ đẹp trong tầm giá, cài đặt dễ, chất lượng cần theo dõi tgian",giao hàng nhanh đồng hồ đẹp trong tầm giá cài đặt dễ chất lượng cần theo dõi thời gian,5,positive,positive
19139872,Cực kì hài lòng,"Máy dùng ổn, sẽ mua tiếp nếu có nhu cầu. Cám ơn shop",máy dùng ổn sẽ mua tiếp nếu có nhu cầu cám ơn cửa hàng,5,positive,positive
19272226,Cực kì hài lòng,Good,tốt,5,positive,positive
7431307,Cực kì hài lòng,"chất lượng quá!. nút bấm nghe đã tai, nhiều hiệu ứng đèn led khoảng trên 10 loại. một màu nhìn sang hơn màu mè. giao hàng nhanh",chất lượng quá nút bấm nghe đã tai nhiều hiệu ứng đèn led khoảng trên 10 loại một màu nhìn sang hơn màu mè giao hàng nhanh,5,positive,positive
16894008,Cực kì hài lòng,"Bàn phím xịn lắm ạ, Kiểu phím tròn mạ điện nhìn sang chảnh, tiếng kê đã tai. Test thấy tầm 30 hiệu ứng đèn Led – đẹp cực kì và k hề có độ trễ nha. Thêm cả núm vặn kép vừa điều chỉnh độ sáng, vừa ngưng tắt khi nghe nhạc, xem phim, rất tiện lợi. Ncl rất ưng, tặng 5*",bàn phím xịn lắm ạ kiểu phím tròn mạ điện nhìn sang chảnh tiếng kê đã tai test thấy tầm 30 hiệu ứng đèn led đẹp cực kì và không hề có độ trễ nha thêm cả núm vặn kép vừa điều chỉnh độ sáng vừa ngưng tắt khi nghe nhạc xem phim rất tiện lợi ncl rất ưng tặng 5,5,positive,positive
9119248,Cực kì hài lòng,"Bàn phím đẹp, xịn sò... phím bấm đàn hồi tốt... gần như là phím cơ, mấy nút bấm là dạng blue nha mọi người... Thanks shop nhiều",bàn phím đẹp xịn sò phím bấm đàn hồi tốt gần như là phím cơ mấy nút bấm là dạng blue nha mọi người cảm ơn cửa hàng nhiều,5,positive,positive
2322497,Shop bán hàng fake,"Những tai nghe của byz trước đây của mình là cái nằm dưới (có nhãn, logo và không có slogan) còn của shop là cái nằm trên (logo fake và slogan sai + chất lượng mực nhãn tệ)",những tai nghe của byz trước đây của mình là cái nằm dưới có nhãn logo và không có slogan còn của cửa hàng là cái nằm trên logo giả mạo và slogan sai chất lượng mực nhãn tệ,1,negative,negative
11048222,Cực kì hài lòng,"Đóng gói cẩn thận, hàng mới nguyên, chuột đẹp và nhỏ gọn, nút chỉnh dpi có 3 mức tốc độ chuột, có điều chấu gắn laptop ko cùng màu hồng :(",đóng gói cẩn thận hàng mới nguyên chuột đẹp và nhỏ gọn nút chỉnh dpi có 3 mức tốc độ chuột có điều chấu gắn laptop không cùng màu hồng tiêu cực,5,positive,positive
9891571,Cực kì hài lòng,"Đồng hồ đẹp lắm, đủ tính năng nghe gọi, chụp ảnh, định vị 4G. Bé nhà mình rất thích đeo suốt thôi.",đồng hồ đẹp lắm đủ tính năng nghe gọi chụp ảnh định vị 4g bé nhà mình rất thích đeo suốt thôi,5,positive,positive
2431979,dành cho nhạc trữ tình,tai nghe chỉ dành cho nhạc trữ tình thì tốt còn nhạc khác thì nghe tạm ổn,tai nghe chỉ dành cho nhạc trữ tình thì tốt còn nhạc khác thì nghe tạm ổn,5,positive,positive
13585314,Cực kì hài lòng,tốt,tốt,5,positive,positive
16823388,Cực kì hài lòng,giao hàng  rất nhanh đúng sản phẩm OK,giao hàng rất nhanh đúng sản phẩm ok,5,positive,positive
19647250,Rất không hài lòng,"Hàng *** , hoàn thiện kém , nghe cho có tiếng vài lần là hư",hàng hoàn thiện kém nghe cho có tiếng vài lần là hư,1,negative,negative
6795233,Hài lòng,"giao hàng ổn, trải nghiệm đc 2 tuần
tốt nhất trong tầm giá so với mấy con khác đã mua, chọn brown nên tiếng rất êm nhưng khổng trơn như red
màu khá oke 
các hiệu ứng led rất đẹp",giao hàng ổn trải nghiệm được 2 tuần tốt nhất trong tầm giá so với mấy con khác đã mua chọn brown nên tiếng rất êm nhưng khổng trơn như red màu khá ok các hiệu ứng led rất đẹp,4,positive,positive
19386320,Rất không hài lòng,"chuột kém so với lời đưa ra là chính hãng. mới dùng đc hơn 2 tuần đã thấy hiện tượng bấm không nhận, hoặc lúc được lúc không",chuột kém so với lời đưa ra là chính hãng mới dùng được hơn 2 tuần đã thấy hiện tượng bấm không nhận hoặc lúc được lúc không,1,negative,negative
17294177,Cực kì hài lòng,"Gắn sim cho bé gọi được đó mọi người , cho bé đep có định vị gps nên rất yên tâm",gắn sim cho bé gọi được đó mọi người cho bé đep có định vị gps nên rất yên tâm,5,positive,positive
19392641,Cực kì hài lòng,"Giá tốt, hàng chính hãng",giá tốt hàng chính hãng,5,positive,positive
10497537,Bình thường,"chưa sài nhiều nên không đánh giá được chất lượng sản phẩm một cách tốt nhất. Nhưng trải nghiệm lần đầu, chất lượng âm thanh ổn",chưa xài nhiều nên không đánh giá được chất lượng sản phẩm một cách tốt nhất nhưng trải nghiệm lần đầu chất lượng âm thanh ổn,3,neutral,positive
16056455,Cực kì hài lòng,sản phẩm ok,sản phẩm ok,5,positive,positive
4781137,Cực kì hài lòng,"Tai nghe rất ổn, mức độ khá tốt, tai nghe có vẻ bền, dây dài nên tiện lợi cho mình dạy học. Shop gói hàng cẩn thận, nhân viên giao hàng nhiệt tình chu đáo. Sẽ đặt hàng shop nhiều nữa, vừa với mức tiền.",tai nghe rất ổn mức độ khá tốt tai nghe có vẻ bền dây dài nên tiện lợi cho mình dạy học cửa hàng gói hàng cẩn thận nhân viên giao hàng nhiệt tình chu đáo sẽ đặt hàng cửa hàng nhiều nữa vừa với mức tiền,5,positive,positive
11633771,Cực kì hài lòng,mới test đc nhạc thôi con này giải bass nghe rất sướng chống ồn khá oke phù hợp với giá tiền,mới test được nhạc thôi con này giải bass nghe rất sướng chống ồn khá ok phù hợp với giá tiền,5,positive,positive
15405398,Cực kì hài lòng,Tốt,tốt,5,positive,positive
3019698,Đồng hồ trẻ em,"- Không có hướng dẫn sử dụng, có duy nhất 1 bản tiếng anh -> phải tự mò
- 2 bên méo đồng hồ không đều. 1 bên chấm nhỏ liền, 1 bên chấm nhỏ bị thủng lỗ nên nhìn không đẹp. Về cơ bản thì được cái giao nhanh, và hộp đẹp.",không có hướng dẫn sử dụng có duy nhất 1 bản tiếng anh phải tự mò 2 bên méo đồng hồ không đều 1 bên chấm nhỏ liền 1 bên chấm nhỏ bị thủng lỗ nên nhìn không đẹp về cơ bản thì được cái giao nhanh và hộp đẹp,3,neutral,positive
9925039,Cực kì hài lòng,"Sản phẩm giống như mô tả, xài rất ok, hy vọng mình sẽ mua được nhiều sản phẩm hơn nữa của shop",sản phẩm giống như mô tả xài rất ok hy vọng mình sẽ mua được nhiều sản phẩm hơn nữa của cửa hàng,5,positive,positive
15318407,Rất không hài lòng,SP không dùng được! Cần xem lại bán hàng kiểu gì?,sản phẩm không dùng được cần xem lại bán hàng kiểu gì,1,negative,negative
5438881,"chất lượng tốt, nhưng...","Bàn phím khá êm, hành trình nhấn ngắn, đèn led của bàn phím không được sáng nhiều nên trong bóng tối hơi khó nhìn. Bàn phím có nhiều effect đèn nhìn khá bắt mắt.",bàn phím khá êm hành trình nhấn ngắn đèn led của bàn phím không được sáng nhiều nên trong bóng tối hơi khó nhìn bàn phím có nhiều effect đèn nhìn khá bắt mắt,5,positive,positive
17046291,Cực kì hài lòng,Hàng ok.,hàng ok,5,positive,positive
16699228,Hài lòng,"Chuột đẹp, nhẹ dùng sướng, tiki giao nhanh",chuột đẹp nhẹ dùng sướng tiki giao nhanh,5,positive,positive
18494775,Cực kì hài lòng,"Máy đẹp, giao hàng nhanh, shop hỗ trơi nhiệt tình",máy đẹp giao hàng nhanh cửa hàng hỗ trơi nhiệt tình,5,positive,positive
7873955,Hài lòng,Good,tốt,4,positive,positive
19502139,Cực kì hài lòng,"Tốt. Dùng để nghe học làm việc rất tốt. Âm thanh nghe rõ ràng, mic bắt giọng tốt, tai nghe vừa khuông tai. Mổn định và kinh thế hơn airpods. 
Hàng đóng gói cẩn thận.",tốt dùng để nghe học làm việc rất tốt âm thanh nghe rõ ràng mic bắt giọng tốt tai nghe vừa khuông tai mổn định và kinh thế hơn airpods hàng đóng gói cẩn thận,5,positive,positive
19019016,Cực kì hài lòng,"máy đẹp, hàng nguyên kiện, đóng gói tốt, giao hàng nhanh",máy đẹp hàng nguyên kiện đóng gói tốt giao hàng nhanh,5,positive,positive
5324274,Rất không hài lòng,Vì bán sim không dùng được,vì bán sim không dùng được,1,negative,negative
15039644,Cực kì hài lòng,so với lazada thì tiki giao hàng nhanh gọn lẹ ko lm khách hàng chờ lâu hàng nhận nhưng chưa biết Sài đc hay ko tui sẽ luôn luôn ủng hộ tiki lâu dài 5 sao😁👍,so với lazada thì tiki giao hàng nhanh gọn lẹ không làm khách hàng chờ lâu hàng nhận nhưng chưa biết xài được hay không tui sẽ luôn luôn ủng hộ tiki lâu dài 5 sao beaming_face_with_smiling_eyes thumbs_up,5,positive,positive
12038768,Rất không hài lòng,cân kiểm tra lại .san phâm .mở hộp ra san phẩm vỡ màn hình .bật pin .nắp sau,cân kiểm tra lại san phâm mở hộp ra san phẩm vỡ màn hình bật pin nắp sau,1,negative,negative
19644418,Cực kì hài lòng,"- Đeo thoải mái. Tai nghe EarPods USB-C có thiết kế tai con trỏ, ôm sát vành tai và không gây cảm giác đau khi đeo lâu. Chúng cũng có trọng lượng nhẹ, chỉ 10,7 gam, và dây dài 1,2 mét, cho phép bạn di chuyển linh hoạt.
- Âm thanh tốt. Tai nghe EarPods USB-C có chất lượng âm thanh tốt, rõ ràng và cân bằng. Chúng có độ nhạy 109 dB, trở kháng 23 ohm và tần số đáp ứng từ 5 Hz đến 21 kHz. Cũng hỗ trợ định dạng âm thanh lossless của Apple Music, cho phép bạn thưởng thức âm nhạc với độ chi tiết và sắc nét cao hơn, miễn là bạn có thiết bị và kết nối internet tương thích.
- Hỗ trợ lossless. Đây là một điểm nổi bật của tai nghe EarPods USB-C so với AirPods, vì AirPods không hỗ trợ định dạng âm thanh lossless của Apple Music. Định dạng này cho phép bạn nghe nhạc với chất lượng gốc, không bị nén hay mất dữ liệu. Bạn sẽ cảm nhận được sự khác biệt khi nghe những bản nhạc có nhiều chi tiết và độ phân giải cao, như nhạc cổ điển, nhạc jazz hay nhạc rock.
- Giá hợp lý. Tai nghe EarPods USB-C có giá rẻ, là một trong những tai nghe rẻ nhất mà bạn có thể mua từ Apple hay bất kỳ thương hiệu nào khác. Chúng cũng rẻ hơn phiên bản Lightning EarPods trước đó.

Tóm lại, tai nghe EarPods USB-C là một lựa chọn hợp lý nếu bạn muốn một đôi tai nghe có dây, có chất lượng âm thanh tốt và hỗ trợ lossless. Tuy nhiên, nếu bạn thích sự tiện lợi và không dây của AirPods, hoặc muốn một đôi tai nghe có nhiều tính năng hơn, như chống ồn, điều chỉnh âm lượng hay sạc không dây, thì bạn có thể cân nhắc các tùy chọn khác.",đeo thoải mái tai nghe earpods usb c có thiết kế tai con trỏ ôm sát vành tai và không gây cảm giác đau khi đeo lâu chúng cũng có trọng lượng nhẹ chỉ 10 7 gam và dây dài 1 2 mét cho phép bạn di chuyển linh hoạt âm thanh tốt tai nghe earpods usb c có chất lượng âm thanh tốt rõ ràng và cân bằng chúng có độ nhạy 109 db trở kháng 23 ohm và tần số đáp ứng từ 5 hz đến 21 khz cũng hỗ trợ định dạng âm thanh lossless của apple music cho phép bạn thưởng thức âm nhạc với độ chi tiết và sắc nét cao hơn miễn là bạn có thiết bị và kết nối internet tương thích hỗ trợ lossless đây là một điểm nổi bật của tai nghe earpods usb c so với airpods vì airpods không hỗ trợ định dạng âm thanh lossless của apple music định dạng này cho phép bạn nghe nhạc với chất lượng gốc không bị nén hay mất dữ liệu bạn sẽ cảm nhận được sự khác biệt khi nghe những bản nhạc có nhiều chi tiết và độ phân giải cao như nhạc cổ điển nhạc jazz hay nhạc rock giá hợp lý tai nghe earpods usb c có giá rẻ là một trong những tai nghe rẻ nhất mà bạn có thể mua từ apple hay bất kỳ thương hiệu nào khác chúng cũng rẻ hơn phiên bản lightning earpods trước đó tóm lại tai nghe earpods usb c là một lựa chọn hợp lý nếu bạn muốn một đôi tai nghe có dây có chất lượng âm thanh tốt và hỗ trợ lossless tuy nhiên nếu bạn thích sự tiện lợi và không dây của airpods hoặc muốn một đôi tai nghe có nhiều tính năng hơn như chống ồn điều chỉnh âm lượng hay sạc không dây thì bạn có thể cân nhắc các tùy chọn khác,5,positive,positive
17365795,Cực kì hài lòng,rất chi là ổn tiện và rẻ,rất chi là ổn tiện và rẻ,5,positive,positive
